passID,timestamp,stationRef,vehicleRef,charge,t,v,hn,p
TLB7232512,07/23/2021 06:52:36,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home
CNZ7875327,07/23/2021 07:36:40,EG11,JD78PQD35395,1.0,EG11,JD78PQD35395,EG,home
RFN6200749,07/23/2021 07:37:50,OO04,QR03XCJ37459,2.8,OO04,QR03XCJ37459,OO,home
ZLV4364223,07/23/2021 07:39:00,NE02,DP11ENT03275,2.8,NE02,DP11ENT03275,AO,away
EDH0808282,07/23/2021 08:08:58,NE06,HT62RDI04611,2.0,NE06,HT62RDI04611,AO,away
LYF7275157,07/23/2021 08:25:06,AO01,MX39VOS38645,2.8,AO01,MX39VOS38645,AO,home
PSP0190674,07/23/2021 08:37:49,KO09,ED51EWW52190,2.8,KO09,ED51EWW52190,KO,home
OUQ3237302,07/23/2021 09:15:33,AO18,RR73DWB65452,2.8,AO18,RR73DWB65452,AO,home
RZB7065812,07/23/2021 09:54:01,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home
EPU5754131,07/23/2021 10:22:43,MR02,QN23UHH39091,2.8,MR02,QN23UHH39091,MR,home
XKZ6108806,07/23/2021 12:15:54,EG12,QR03XCJ37459,1.0,EG12,QR03XCJ37459,OO,away
MLS6934179,07/23/2021 12:28:09,NE04,BZ76ROL87339,2.2,NE04,BZ76ROL87339,AO,away
RFD3352396,07/23/2021 13:00:16,NE14,ED51EWW52190,2.0,NE14,ED51EWW52190,KO,away
BGV8769633,07/23/2021 13:31:56,OO09,VJ92OYV94295,2.5,OO09,VJ92OYV94295,OO,home
BZY4572693,07/23/2021 13:49:28,NE16,OY94SZK34436,1.5,NE16,OY94SZK34436,NE,home
EHI1635698,07/23/2021 17:12:44,EG12,TE24LCO18661,2.8,EG12,TE24LCO18661,EG,home
OWN5418857,07/23/2021 18:09:27,OO08,RK48BOP88344,2.8,OO08,RK48BOP88344,OO,home
HJP5172093,07/23/2021 18:16:16,MR01,KF48RSD79865,2.8,MR01,KF48RSD79865,MR,home
FWH8341933,07/23/2021 21:39:53,MR02,EM54HQI58682,3.1,MR02,EM54HQI58682,OO,away
DSK4797647,07/23/2021 22:32:44,EG08,JD78PQD35395,1.0,EG08,JD78PQD35395,EG,home
KOE4492800,07/23/2021 22:46:04,NE05,FY47TUN40300,1.0,NE05,FY47TUN40300,NE,home
XBF3306187,07/24/2021 01:45:54,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home
LGA8405754,07/24/2021 02:28:02,MR03,EZ65FLV39493,2.8,MR03,EZ65FLV39493,MR,home
GZS6025480,07/24/2021 02:34:42,OO08,WG11QVY31890,1.0,OO08,WG11QVY31890,OO,home
EWS4406743,07/24/2021 03:01:30,OO11,EM54HQI58682,2.8,OO11,EM54HQI58682,OO,home
CKF1984381,07/24/2021 03:25:59,AO07,PE73VJU23485,2.8,AO07,PE73VJU23485,AO,home
EKL4231062,07/24/2021 03:59:17,OO05,QX75YWC61835,2.5,OO05,QX75YWC61835,OO,home
IBF5932948,07/24/2021 06:09:40,KO07,WU78BMX13511,1.0,KO07,WU78BMX13511,GF,away
RZF1895612,07/24/2021 07:23:28,EG12,TE24LCO18661,1.25,EG12,TE24LCO18661,EG,home
LAT6613874,07/24/2021 07:25:00,KO08,ZY93PCY41868,1.5,KO08,ZY93PCY41868,KO,home
SXS9092378,07/24/2021 08:15:06,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home
DOE9352672,07/24/2021 08:54:09,OO07,OY94SZK34436,2.5,OO07,OY94SZK34436,NE,away
UNB3018188,07/24/2021 09:54:46,OO06,AY38OQF67603,2.8,OO06,AY38OQF67603,OO,home
OMM5693877,07/24/2021 10:37:02,KO00,YH66OKD41942,2.8,KO00,YH66OKD41942,KO,home
DOB1759983,07/24/2021 10:44:57,KO00,QW79CHL42244,2.8,KO00,QW79CHL42244,KO,home
SBZ6149073,07/24/2021 10:51:55,NE09,IA29IQS63679,1.0,NE09,IA29IQS63679,NE,home
ZTW3126142,07/24/2021 11:46:43,OO04,JF94VYA88954,2.8,OO04,JF94VYA88954,OO,home
HPM1361467,07/24/2021 12:06:43,OO13,IA29IQS63679,2.0,OO13,IA29IQS63679,NE,away
YUU2318237,07/24/2021 13:35:42,AO10,LG64ARC91224,13.0,AO10,LG64ARC91224,AO,home
NOG4866000,07/24/2021 17:39:28,MR00,HE38BQH01623,2.8,MR00,HE38BQH01623,MR,home
JSL8252065,07/24/2021 17:57:01,OO08,YH66OKD41942,1.5,OO08,YH66OKD41942,KO,away
OSW6932538,07/24/2021 17:57:44,AO02,MX39VOS38645,2.8,AO02,MX39VOS38645,AO,home
OLK5673988,07/24/2021 17:59:18,OO07,RK48BOP88344,2.8,OO07,RK48BOP88344,OO,home
MFT9085025,07/24/2021 18:13:31,AO11,YL27IFD65117,2.0,AO11,YL27IFD65117,AO,home
VMM4101433,07/24/2021 18:23:12,AO19,ED51EWW52190,2.8,AO19,ED51EWW52190,KO,away
YOC4416463,07/24/2021 18:33:04,AO17,PE73VJU23485,2.8,AO17,PE73VJU23485,AO,home
RBW9529498,07/24/2021 19:21:55,NE03,OY94SZK34436,2.5,NE03,OY94SZK34436,NE,home
IFE3873593,07/24/2021 19:52:19,AO08,PE73VJU23485,2.8,AO08,PE73VJU23485,AO,home
OHI3738312,07/24/2021 19:55:36,OO04,UO75YNW62238,2.8,OO04,UO75YNW62238,KO,away
CUT7160991,07/24/2021 20:02:36,KO00,UF84JOS00561,2.5,KO00,UF84JOS00561,GF,away
CZD9376656,07/24/2021 20:09:03,EG04,HE38BQH01623,1.25,EG04,HE38BQH01623,MR,away
OUK1280133,07/24/2021 21:39:15,OO09,LC72NRN52084,2.0,OO09,LC72NRN52084,OO,home
MVE8818065,07/24/2021 21:57:31,AO12,ZY93PCY41868,2.8,AO12,ZY93PCY41868,KO,away
XXZ6312026,07/24/2021 22:08:17,OO06,AY38OQF67603,2.8,OO06,AY38OQF67603,OO,home
DYY9685506,07/24/2021 22:11:03,EG10,CR31GMR97972,1.5,EG10,CR31GMR97972,EG,home
TMF8348771,07/24/2021 22:43:18,NE05,BZ76ROL87339,3.1,NE05,BZ76ROL87339,AO,away
JTW5364761,07/25/2021 00:45:57,AO08,RR73DWB65452,2.8,AO08,RR73DWB65452,AO,home
YHB8435342,07/25/2021 01:22:54,MR08,NO82BAX82566,1.0,MR08,NO82BAX82566,NE,away
WTV2371952,07/25/2021 01:38:00,OO01,LM86GYO69819,2.8,OO01,LM86GYO69819,GF,away
TSH0182077,07/25/2021 01:52:52,AO15,DP11ENT03275,3.1,AO15,DP11ENT03275,AO,home
QWE4253256,07/25/2021 02:27:53,EG10,JV67MTI17124,2.2,EG10,JV67MTI17124,NE,away
AJD1638079,07/25/2021 02:32:18,NE16,IA29IQS63679,1.0,NE16,IA29IQS63679,NE,home
HLG0146147,07/25/2021 03:55:08,KO00,QO77TFN61853,2.2,KO00,QO77TFN61853,KO,home
MYR6767476,07/25/2021 05:50:06,AO09,BM25PHF40639,13.0,AO09,BM25PHF40639,AO,home
KZH8825175,07/25/2021 07:03:04,NE09,PM58XHX45588,1.5,NE09,PM58XHX45588,NE,home
URX1277972,07/25/2021 08:55:14,NE09,VJ92OYV94295,1.5,NE09,VJ92OYV94295,OO,away
DVJ0007107,07/25/2021 09:07:18,OO11,EM54HQI58682,2.8,OO11,EM54HQI58682,OO,home
ISE8200814,07/25/2021 10:18:35,GF00,LM86GYO69819,2.8,GF00,LM86GYO69819,GF,home
LKI4183719,07/25/2021 11:00:23,MR06,UA13YTK28483,2.8,MR06,UA13YTK28483,MR,home
GUP6907022,07/25/2021 11:05:14,NE11,IA29IQS63679,1.0,NE11,IA29IQS63679,NE,home
ROD0779249,07/25/2021 12:41:39,AO13,MX39VOS38645,2.8,AO13,MX39VOS38645,AO,home
YVI2278763,07/25/2021 15:16:36,NE01,EG95RTB75032,2.8,NE01,EG95RTB75032,NE,home
VKX6867059,07/25/2021 16:16:21,MR06,IZ65WAT29135,2.0,MR06,IZ65WAT29135,MR,home
CWS0486669,07/25/2021 16:27:08,OO12,QR03XCJ37459,2.8,OO12,QR03XCJ37459,OO,home
AJR3162207,07/25/2021 18:30:47,AO08,HT62RDI04611,2.8,AO08,HT62RDI04611,AO,home
XTR9379497,07/25/2021 18:53:01,AO10,PE73VJU23485,2.8,AO10,PE73VJU23485,AO,home
ICS4490649,07/25/2021 19:03:23,OO03,CP56DAO45598,1.0,OO03,CP56DAO45598,GF,away
DQH2265489,07/25/2021 19:21:21,MR07,XV91YMP27722,2.5,MR07,XV91YMP27722,MR,home
IPP7461367,07/25/2021 22:48:41,NE12,FY47TUN40300,1.0,NE12,FY47TUN40300,NE,home
FAS0640471,07/25/2021 22:49:45,EG12,IW53OQE31439,2.8,EG12,IW53OQE31439,EG,home
IDR2953266,07/25/2021 23:50:40,MR08,QN23UHH39091,2.8,MR08,QN23UHH39091,MR,home
TSF6996406,07/26/2021 00:07:29,AO10,DP11ENT03275,3.1,AO10,DP11ENT03275,AO,home
LEC7033015,07/26/2021 03:22:45,NE06,QP02SYE47964,2.8,NE06,QP02SYE47964,NE,home
AON0934154,07/26/2021 03:32:54,AO07,RR73DWB65452,2.8,AO07,RR73DWB65452,AO,home
JWQ0890456,07/26/2021 03:34:28,OO00,QN23UHH39091,2.8,OO00,QN23UHH39091,MR,away
NCK2958653,07/26/2021 04:07:05,EG08,TV81MAQ99005,1.5,EG08,TV81MAQ99005,EG,home
QRZ7757155,07/26/2021 05:58:23,AO18,LG64ARC91224,13.0,AO18,LG64ARC91224,AO,home
QOA1949900,07/26/2021 06:18:09,KO02,IX01MVL33676,2.5,KO02,IX01MVL33676,KO,home
QTK8135147,07/26/2021 06:42:15,MR03,YH66OKD41942,1.0,MR03,YH66OKD41942,KO,away
HJK4743564,07/26/2021 09:23:19,EG07,IW53OQE31439,2.8,EG07,IW53OQE31439,EG,home
EMG8195496,07/26/2021 11:25:03,EG09,JD78PQD35395,2.0,EG09,JD78PQD35395,EG,home
HCI2624613,07/26/2021 11:41:34,NE10,IA29IQS63679,1.0,NE10,IA29IQS63679,NE,home
SYR4305906,07/26/2021 11:49:21,EG06,NZ35XLQ89678,1.5,EG06,NZ35XLQ89678,NE,away
AQL6954153,07/26/2021 11:53:21,MR02,BI87HYL81972,1.0,MR02,BI87HYL81972,MR,home
TAL8933064,07/26/2021 12:09:56,EG12,IN99SEN20660,2.8,EG12,IN99SEN20660,EG,home
EVT8289261,07/26/2021 12:43:15,GF00,LM86GYO69819,2.8,GF00,LM86GYO69819,GF,home
QKK3367455,07/26/2021 15:52:55,AO17,PE73VJU23485,2.8,AO17,PE73VJU23485,AO,home
RUF1496673,07/26/2021 16:02:48,MR02,HA82SCK64299,1.5,MR02,HA82SCK64299,MR,home
JSE8745773,07/26/2021 16:28:10,KO08,WY00MLL63827,1.0,KO08,WY00MLL63827,KO,home
LGN6778921,07/26/2021 16:33:57,KO00,YH66OKD41942,2.8,KO00,YH66OKD41942,KO,home
QEL5586831,07/26/2021 18:20:58,MR08,XE59BZM26378,2.5,MR08,XE59BZM26378,EG,away
AMA2213458,07/26/2021 20:27:05,AO05,BZ76ROL87339,1.0,AO05,BZ76ROL87339,AO,home
UZI2952748,07/26/2021 21:22:34,MR01,LG64ARC91224,1.0,MR01,LG64ARC91224,AO,away
ESG3132094,07/26/2021 23:17:55,KO05,DO24BCW15511,1.25,KO05,DO24BCW15511,KO,home
FQJ1428493,07/27/2021 00:37:03,AO07,OC94ASJ72024,1.0,AO07,OC94ASJ72024,AO,home
BEP4388924,07/27/2021 02:11:25,AO17,HT62RDI04611,2.8,AO17,HT62RDI04611,AO,home
UIE8281204,07/27/2021 02:41:04,EG09,XV91YMP27722,1.5,EG09,XV91YMP27722,MR,away
YTR5791393,07/27/2021 03:12:03,AO08,DV04FQL29609,3.1,AO08,DV04FQL29609,AO,home
JME5938137,07/27/2021 08:46:14,AO12,YL27IFD65117,2.0,AO12,YL27IFD65117,AO,home
BEF9561796,07/27/2021 09:29:14,MR07,HA82SCK64299,1.5,MR07,HA82SCK64299,MR,home
NJI3989866,07/27/2021 09:49:00,AO07,NZ35XLQ89678,2.8,AO07,NZ35XLQ89678,NE,away
LYZ5060469,07/27/2021 09:52:23,AO12,PE73VJU23485,2.8,AO12,PE73VJU23485,AO,home
BNG0329078,07/27/2021 09:53:33,EG10,PM58XHX45588,2.5,EG10,PM58XHX45588,NE,away
BAS9578085,07/27/2021 11:19:41,AO10,HW75BKT77773,2.8,AO10,HW75BKT77773,KO,away
MKR0062340,07/27/2021 12:24:31,OO06,EM54HQI58682,2.8,OO06,EM54HQI58682,OO,home
VWL3462807,07/27/2021 12:47:00,GF00,WU78BMX13511,1.0,GF00,WU78BMX13511,GF,home
VFM3556943,07/27/2021 13:32:37,GF00,LM86GYO69819,2.8,GF00,LM86GYO69819,GF,home
JIK6775483,07/27/2021 16:16:41,NE11,NZ35XLQ89678,2.2,NE11,NZ35XLQ89678,NE,home
RLE2694258,07/27/2021 16:54:23,AO13,DW44ZOO26361,2.8,AO13,DW44ZOO26361,EG,away
IEE4655604,07/27/2021 17:20:11,AO16,RR73DWB65452,2.8,AO16,RR73DWB65452,AO,home
PFN1011848,07/27/2021 17:31:30,AO19,JO50FSF60755,2.8,AO19,JO50FSF60755,KO,away
CAX0827462,07/27/2021 17:47:30,AO11,JF94VYA88954,2.8,AO11,JF94VYA88954,OO,away
MYF8793445,07/27/2021 17:48:00,MR03,UA13YTK28483,2.8,MR03,UA13YTK28483,MR,home
EWI6180465,07/27/2021 18:21:12,GF00,LM86GYO69819,2.8,GF00,LM86GYO69819,GF,home
QNG2681708,07/27/2021 18:49:32,MR00,RR98KQE80731,1.25,MR00,RR98KQE80731,MR,home
IAM3955913,07/27/2021 19:10:09,KO09,WY00MLL63827,1.0,KO09,WY00MLL63827,KO,home
QQC7410235,07/27/2021 20:43:09,EG02,TZ48CCW54765,3.1,EG02,TZ48CCW54765,EG,home
JVT7824936,07/27/2021 22:41:28,KO09,HE38BQH01623,1.5,KO09,HE38BQH01623,MR,away
BNH6246240,07/27/2021 23:03:20,MR02,UA13YTK28483,2.8,MR02,UA13YTK28483,MR,home
MAX4700682,07/27/2021 23:34:36,EG04,TE24LCO18661,1.25,EG04,TE24LCO18661,EG,home
JHU2908440,07/27/2021 23:52:34,OO11,HR53SRO94328,2.2,OO11,HR53SRO94328,MR,away
WTE2774516,07/28/2021 01:16:57,KO03,QO77TFN61853,2.2,KO03,QO77TFN61853,KO,home
JJV0443457,07/28/2021 02:17:06,OO03,VJ92OYV94295,2.5,OO03,VJ92OYV94295,OO,home
PKI9063749,07/28/2021 03:12:04,NE16,PM58XHX45588,1.5,NE16,PM58XHX45588,NE,home
PYR4455119,07/28/2021 04:12:41,OO05,IA29IQS63679,3.1,OO05,IA29IQS63679,NE,away
KFZ3810715,07/28/2021 04:34:00,AO09,DP11ENT03275,3.1,AO09,DP11ENT03275,AO,home
AVR3760529,07/28/2021 05:06:44,MR00,DP11ENT03275,1.5,MR00,DP11ENT03275,AO,away
PNH0805879,07/28/2021 05:13:03,EG00,JD78PQD35395,1.0,EG00,JD78PQD35395,EG,home
YKQ6627085,07/28/2021 07:25:54,NE02,NY14GZR94632,2.8,NE02,NY14GZR94632,NE,home
LNA2633613,07/28/2021 08:45:01,OO08,SL09NOT64494,2.5,OO08,SL09NOT64494,GF,away
FTM2066522,07/28/2021 10:34:09,AO10,CP56DAO45598,2.8,AO10,CP56DAO45598,GF,away
HYH3415094,07/28/2021 11:35:26,NE11,MQ65WJJ60020,1.25,NE11,MQ65WJJ60020,KO,away
JEJ4352228,07/28/2021 11:46:27,MR06,QO68DIC93032,2.5,MR06,QO68DIC93032,MR,home
PXP0553255,07/28/2021 12:01:39,KO07,YH66OKD41942,2.8,KO07,YH66OKD41942,KO,home
HBA0987874,07/28/2021 13:03:04,GF00,SL09NOT64494,2.5,GF00,SL09NOT64494,GF,home
LUF0160544,07/28/2021 13:54:00,AO07,TV81MAQ99005,2.8,AO07,TV81MAQ99005,EG,away
WFB2183998,07/28/2021 14:34:29,OO12,QR03XCJ37459,2.8,OO12,QR03XCJ37459,OO,home
FUM2657178,07/28/2021 14:39:57,MR08,EZ65FLV39493,2.8,MR08,EZ65FLV39493,MR,home
ZYG8366478,07/28/2021 14:40:19,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home
UNB6192911,07/28/2021 15:03:42,AO13,QR03XCJ37459,2.8,AO13,QR03XCJ37459,OO,away
UVH8381476,07/28/2021 15:13:52,MR03,QH15HWX24570,3.1,MR03,QH15HWX24570,MR,home
WOR1544821,07/28/2021 16:16:31,EG06,TZ48CCW54765,3.1,EG06,TZ48CCW54765,EG,home
WRM7559803,07/28/2021 18:11:34,KO06,KB55KTM48860,2.5,KO06,KB55KTM48860,KO,home
ZYQ8030564,07/28/2021 18:24:28,MR05,KF48RSD79865,2.8,MR05,KF48RSD79865,MR,home
QPQ3925235,07/28/2021 20:03:23,OO12,AY38OQF67603,2.8,OO12,AY38OQF67603,OO,home
XOR3735449,07/28/2021 20:23:57,OO00,AY38OQF67603,2.8,OO00,AY38OQF67603,OO,home
BSX7774363,07/28/2021 21:13:54,NE12,YX66XYW62640,1.25,NE12,YX66XYW62640,GF,away
NON4791232,07/28/2021 21:57:31,EG05,MU06LHX94338,1.5,EG05,MU06LHX94338,EG,home
MRM9297038,07/29/2021 00:35:41,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home
CTT3539031,07/29/2021 00:58:57,AO10,TV81MAQ99005,2.8,AO10,TV81MAQ99005,EG,away
ASE6224646,07/29/2021 01:27:17,KO07,LM86GYO69819,1.25,KO07,LM86GYO69819,GF,away
WGR8570101,07/29/2021 02:02:53,KO07,IX01MVL33676,2.5,KO07,IX01MVL33676,KO,home
AFY8125396,07/29/2021 02:06:26,OO08,LC72NRN52084,3.1,OO08,LC72NRN52084,OO,home
SVN1081023,07/29/2021 02:33:42,NE16,JV67MTI17124,2.5,NE16,JV67MTI17124,NE,home
SWA4707781,07/29/2021 03:14:42,AO14,BZ76ROL87339,1.0,AO14,BZ76ROL87339,AO,home
NVT5429522,07/29/2021 03:20:54,AO16,HR53SRO94328,2.8,AO16,HR53SRO94328,MR,away
HSP6071307,07/29/2021 04:05:21,OO05,RK48BOP88344,2.8,OO05,RK48BOP88344,OO,home
SEZ8988486,07/29/2021 04:23:26,AO17,RR73DWB65452,2.8,AO17,RR73DWB65452,AO,home
MJQ6263330,07/29/2021 04:40:40,OO11,AT19HLV57173,2.8,OO11,AT19HLV57173,OO,home
XZR8063140,07/29/2021 04:54:48,EG07,BK77KNV91142,3.1,EG07,BK77KNV91142,OO,away
LZO3250043,07/29/2021 07:01:21,EG03,IW53OQE31439,2.8,EG03,IW53OQE31439,EG,home
TQA6227529,07/29/2021 07:32:32,NE16,FY47TUN40300,1.0,NE16,FY47TUN40300,NE,home
QKX8004504,07/29/2021 08:00:10,AO16,IA29IQS63679,2.8,AO16,IA29IQS63679,NE,away
IGU2998278,07/29/2021 09:23:16,AO07,SY96JDQ97089,1.5,AO07,SY96JDQ97089,AO,home
NVI3493965,07/29/2021 10:40:08,AO02,DV04FQL29609,3.1,AO02,DV04FQL29609,AO,home
TUX3976143,07/29/2021 10:42:20,AO09,DP11ENT03275,3.1,AO09,DP11ENT03275,AO,home
DUG4135556,07/29/2021 10:52:03,EG01,IW53OQE31439,2.8,EG01,IW53OQE31439,EG,home
VET3244094,07/29/2021 11:21:05,MR02,IZ65WAT29135,2.0,MR02,IZ65WAT29135,MR,home
TBM1039364,07/29/2021 11:22:39,OO02,EE22TMX10817,2.0,OO02,EE22TMX10817,OO,home
LEW0626832,07/29/2021 12:02:54,NE09,BZ76ROL87339,1.0,NE09,BZ76ROL87339,AO,away
NYN4941207,07/29/2021 12:17:36,KO03,XV40HUQ04740,1.0,KO03,XV40HUQ04740,OO,away
EKP1811481,07/29/2021 12:18:46,GF00,LM86GYO69819,2.8,GF00,LM86GYO69819,GF,home
KAR2614982,07/29/2021 13:40:21,OO02,IA29IQS63679,1.25,OO02,IA29IQS63679,NE,away
YQF2428353,07/29/2021 14:04:03,EG12,TV81MAQ99005,2.8,EG12,TV81MAQ99005,EG,home
USV3124297,07/29/2021 15:51:23,AO08,SU00RDZ36214,2.8,AO08,SU00RDZ36214,AO,home
CTV0675394,07/29/2021 16:23:04,OO02,WG11QVY31890,1.0,OO02,WG11QVY31890,OO,home
BTC3324187,07/29/2021 16:44:58,KO01,ZY93PCY41868,1.5,KO01,ZY93PCY41868,KO,home
KDB1267774,07/29/2021 19:58:09,EG03,XE59BZM26378,2.5,EG03,XE59BZM26378,EG,home
IMF3526116,07/29/2021 20:28:19,MR07,IZ65WAT29135,2.0,MR07,IZ65WAT29135,MR,home
OCW4701544,07/29/2021 22:04:23,NE01,PM58XHX45588,1.5,NE01,PM58XHX45588,NE,home
AMY2394026,07/29/2021 22:06:40,OO04,XV40HUQ04740,1.0,OO04,XV40HUQ04740,OO,home
ZPZ9194430,07/29/2021 23:50:15,EG02,QH15HWX24570,2.2,EG02,QH15HWX24570,MR,away
FJV9835207,07/30/2021 00:31:42,MR08,IZ65WAT29135,2.0,MR08,IZ65WAT29135,MR,home
FNJ9525869,07/30/2021 00:32:22,OO06,JF94VYA88954,2.8,OO06,JF94VYA88954,OO,home
ESW5931381,07/30/2021 01:20:07,MR04,QO68DIC93032,2.5,MR04,QO68DIC93032,MR,home
TEY3214935,07/30/2021 02:27:10,OO13,LC72NRN52084,3.1,OO13,LC72NRN52084,OO,home
RYD6694984,07/30/2021 02:35:19,NE04,EV77EDV52985,1.0,NE04,EV77EDV52985,NE,home
KOB3905422,07/30/2021 02:52:33,NE14,VX68BAR38623,1.5,NE14,VX68BAR38623,NE,home
CGZ8086649,07/30/2021 03:12:26,KO00,IX01MVL33676,2.5,KO00,IX01MVL33676,KO,home
GNM4152981,07/30/2021 03:24:33,OO09,JF94VYA88954,2.8,OO09,JF94VYA88954,OO,home
QTR8592477,07/30/2021 03:44:06,NE01,FY47TUN40300,1.0,NE01,FY47TUN40300,NE,home
ZHY3228344,07/30/2021 03:48:01,GF00,IO09FGE68100,2.8,GF00,IO09FGE68100,GF,home
NUL3728000,07/30/2021 04:10:21,EG00,EC02LZC49528,2.8,EG00,EC02LZC49528,EG,home
ECL9269465,07/30/2021 04:18:05,MR02,RR98KQE80731,1.25,MR02,RR98KQE80731,MR,home
HGS3053726,07/30/2021 04:40:17,NE08,NZ35XLQ89678,1.5,NE08,NZ35XLQ89678,NE,home
EUG2845465,07/30/2021 05:26:47,AO17,BZ76ROL87339,1.0,AO17,BZ76ROL87339,AO,home
PDO9872845,07/30/2021 07:07:51,GF00,XF28DGK65250,2.0,GF00,XF28DGK65250,GF,home
VUZ1362148,07/30/2021 07:17:26,KO07,ED51EWW52190,2.8,KO07,ED51EWW52190,KO,home
MAI0714441,07/30/2021 07:25:33,OO12,QR03XCJ37459,2.8,OO12,QR03XCJ37459,OO,home
VAZ7562574,07/30/2021 08:08:11,KO08,UO75YNW62238,2.8,KO08,UO75YNW62238,KO,home
XIO7999489,07/30/2021 08:08:32,KO04,IX01MVL33676,2.5,KO04,IX01MVL33676,KO,home
BIB0643675,07/30/2021 08:54:44,NE03,EV77EDV52985,1.0,NE03,EV77EDV52985,NE,home
QZO6503674,07/30/2021 08:55:44,OO12,LC72NRN52084,3.1,OO12,LC72NRN52084,OO,home
UGI8602600,07/30/2021 09:13:49,EG07,CR31GMR97972,1.5,EG07,CR31GMR97972,EG,home
XPM5859644,07/30/2021 09:36:45,AO17,LG64ARC91224,13.0,AO17,LG64ARC91224,AO,home
XKQ3634535,07/30/2021 10:15:07,KO00,FL13UMN92207,1.0,KO00,FL13UMN92207,KO,home
TLS5444250,07/30/2021 10:41:48,EG03,PF04UCA93312,2.8,EG03,PF04UCA93312,GF,away
OBM4014755,07/30/2021 11:23:05,EG04,LM86GYO69819,1.25,EG04,LM86GYO69819,GF,away
WRF2423082,07/30/2021 12:20:37,OO11,LC72NRN52084,3.1,OO11,LC72NRN52084,OO,home
TFV3006239,07/30/2021 12:23:53,KO05,WY00MLL63827,1.0,KO05,WY00MLL63827,KO,home
IWG9438609,07/30/2021 13:24:34,KO04,RV87TIY76692,2.5,KO04,RV87TIY76692,KO,home
SFI5990543,07/30/2021 13:43:04,KO08,KB55KTM48860,2.5,KO08,KB55KTM48860,KO,home
XTX5010663,07/30/2021 13:44:01,EG04,EC02LZC49528,2.8,EG04,EC02LZC49528,EG,home
QWN1259930,07/30/2021 13:55:42,EG06,CM15YCB60994,2.0,EG06,CM15YCB60994,EG,home
JBX0908177,07/30/2021 14:41:01,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
TIW8369466,07/30/2021 14:49:39,OO10,JF94VYA88954,2.8,OO10,JF94VYA88954,OO,home
FQK1094683,07/30/2021 14:58:16,AO05,LG64ARC91224,13.0,AO05,LG64ARC91224,AO,home
VAO1419566,07/30/2021 15:00:17,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home
QIL0667077,07/30/2021 15:37:29,GF00,WU78BMX13511,1.0,GF00,WU78BMX13511,GF,home
BQZ5879321,07/30/2021 16:27:33,NE09,EN26OAB52983,1.25,NE09,EN26OAB52983,GF,away
DSM7342512,07/30/2021 16:52:06,NE06,EG95RTB75032,2.8,NE06,EG95RTB75032,NE,home
DJJ2869925,07/30/2021 17:15:00,OO06,RK48BOP88344,2.8,OO06,RK48BOP88344,OO,home
EOX0482097,07/30/2021 17:16:29,AO05,RR73DWB65452,2.8,AO05,RR73DWB65452,AO,home
IRU9815804,07/30/2021 18:25:20,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home
RYR5661384,07/30/2021 19:03:31,AO12,OY94SZK34436,2.8,AO12,OY94SZK34436,NE,away
OBJ1297789,07/30/2021 19:19:48,KO00,KB55KTM48860,2.5,KO00,KB55KTM48860,KO,home
OCC6314833,07/30/2021 19:22:26,EG04,XE59BZM26378,2.5,EG04,XE59BZM26378,EG,home
GZD6381428,07/30/2021 20:59:14,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home
OYO0046092,07/30/2021 22:21:14,AO00,RR73DWB65452,2.8,AO00,RR73DWB65452,AO,home
TYG7549628,07/30/2021 22:37:21,NE16,OY94SZK34436,2.5,NE16,OY94SZK34436,NE,home
LYC2876404,07/30/2021 23:12:45,EG09,TV81MAQ99005,2.8,EG09,TV81MAQ99005,EG,home
NRY3690364,07/31/2021 00:12:17,AO14,EC02LZC49528,2.8,AO14,EC02LZC49528,EG,away
XMB4406165,07/31/2021 00:47:47,AO05,QX75YWC61835,2.8,AO05,QX75YWC61835,OO,away
GLL6425975,07/31/2021 00:50:19,KO09,JO50FSF60755,2.2,KO09,JO50FSF60755,KO,home
BJR7546944,07/31/2021 02:52:27,EG08,TZ48CCW54765,3.1,EG08,TZ48CCW54765,EG,home
NBB8160406,07/31/2021 02:54:18,MR04,BI87HYL81972,1.0,MR04,BI87HYL81972,MR,home
MVG6707667,07/31/2021 03:28:02,KO00,ZY93PCY41868,1.5,KO00,ZY93PCY41868,KO,home
RHG9876808,07/31/2021 03:44:46,EG02,IN99SEN20660,2.8,EG02,IN99SEN20660,EG,home
SJX6911630,07/31/2021 05:22:43,AO00,SY96JDQ97089,1.5,AO00,SY96JDQ97089,AO,home
ZNT7748220,07/31/2021 06:16:13,KO07,RV87TIY76692,2.5,KO07,RV87TIY76692,KO,home
DTD9743612,07/31/2021 06:22:54,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home
